291|238
101|447
256|16
20|123
16|44
73|97
264|88
180|302
400|493
338|178
43|143
36|321
275|4
18|167
353|71
308|299
91|413
471|134
323|472
494|187
45|397
42|182
33|353
69|231
448|238
352|317
205|91
162|365
13|306
152|60
22|7
474|325
11|481
359|96
59|379
174|266
341|348
192|305
152|330
141|279
19|288
255|324
488|348
72|361
339|127
242|44
485|29
438|109
80|457
187|93
282|302
212|140
410|397
134|459
1|22
203|432
107|84
428|19
194|286
308|228
406|345
395|257
431|409
63|166
284|412
83|486
420|329
453|94
353|23
497|397
302|63
161|23
186|108
186|154
316|337
10|375
402|324
331|190
260|425
110|76
154|149
342|412
381|6
156|156
54|204
61|175
245|464
313|225
185|142
206|51
70|61
467|108
119|26
94|283
272|46
328|324
27|289
139|491
295|24
16|61
412|173
49|21
363|96
329|414
377|136
32|230
53|28
428|103
413|262
324|103
434|113
232|435
481|330
290|76
411|380
73|460
144|355
61|63
312|6
379|477
223|482
353|275
38|200
181|398
433|390
210|129
489|362
254|433
231|238
133|9
56|10
148|50
386|122
209|182
450|429
445|89
166|134
92|250
191|75
218|334
271|83
228|460
330|399
137|272
139|141
51|142
266|363
401|55
392|55
390|197
129|415
178|78
179|92
47|466
101|5
145|323
445|53
15|261
156|291
292|133
127|22
132|204
169|303
377|131
263|83
445|121
125|115
35|50
108|321
381|358
115|414
346|346
323|261
237|147
100|206
253|282
345|21
202|188
255|281
71|109
386|419
121|48
452|391
119|196
154|300
287|268
489|43
422|147
443|308
73|499
28|479
106|256
62|62
226|68
1|311
387|82
360|12
393|177
249|43
143|95
191|15
465|96
395|492
121|388
416|317
39|484
424|429
381|477
318|197
154|302
178|328
190|249
295|440
97|480
141|364
322|19
368|12
250|40
14|179
411|482
384|385
376|253
384|172
459|221
325|329
226|363
315|468
293|316
2|8
435|182
288|191
45|77
144|404
479|496
226|436
286|198
122|340
450|396
108|363
29|478
124|26
445|224
399|497
290|218
147|363
474|158
416|308
63|341
57|159
423|378
354|261
132|409
447|369
399|108
10|99
367|437
472|446
365|224
468|99
52|118
171|215
134|92
39|467
410|289
298|472
431|473
29|277
490|29
72|310
115|159
329|236
359|368
132|98
15|436
376|314
468|216
231|232
355|434
309|9
87|61
203|20
430|482
145|148
77|185
131|76
370|144
45|478
183|207
288|434
87|174
162|343
484|226
498|221
258|80
102|81
226|220
170|233
392|319
500|273
440|435
50|53
247|435
315|496
108|18
435|94
224|150
118|454
24|240
468|229
331|412
70|8
166|286
411|406
144|219
429|66
300|126
487|402
333|35
224|217
67|129
73|147
385|293
234|182
302|45
145|399
462|124
310|277
188|299
303|392
7|368
269|222
444|171
311|215
360|273
162|101
268|311
238|15
26|163
313|197
47|427
139|320
96|289
46|15
5|198
372|66
391|52
426|39
154|375
190|444
450|113
369|399
408|324
278|180
340|246
144|420
148|100
318|348
355|329
263|462
413|126
396|288
450|129
343|301
45|411
31|48
430|287
465|203
124|162
291|187
457|344
293|467
110|279
324|126
140|359
335|244
59|371
345|29
321|161
34|141
346|436
191|470
235|76
300|337
408|34
17|406
494|52
355|463
330|53
273|488
336|232
156|391
82|85
173|456
10|29
247|41
343|283
130|234
135|337
385|326
261|107
473|484
481|443
149|42
218|298
212|202
498|381
71|474
155|492
9|262
127|332
467|500
48|185
293|216
439|411
283|464
324|335
61|58
112|363
256|405
411|163
205|270
399|300
269|316
62|287
74|138
187|384
462|287
2|471
411|222
495|204
304|114
301|497
444|426
231|224
441|69
231|36
495|285
150|11
371|343
345|237
101|485
120|323
269|233
447|260
37|459
435|391
297|291
342|472
5|99
39|326
25|185
47|421
101|379
202|327
78|245
354|86
101|336
56|436
417|282
421|33
295|154
435|206
417|89
218|27
444|386
18|333
146|243
39|313
464|115
52|141
445|238
34|6
242|50
205|308
304|103
432|301
294|60
366|404
215|351
206|253
103|159
303|451
236|235
129|165
400|273
163|304
224|110
146|463
201|178
272|102
139|128
465|182
371|39
493|369
102|272
35|285
31|341
29|275
432|187
180|423
457|66
291|59
272|384
16|351
107|47
366|359
233|228
438|170
111|43
120|399
225|326
96|379
242|237
495|121
154|3
411|93
238|360
